cik,accession,document,description,type,doc_class
1645590,000164559017000006,pressrelease112117image1.jpg,,GRAPHIC,other
1645590,000164559017000006,sam2016pressreleasev1a03.jpg,,GRAPHIC,other
1645590,000164559017000006,0001645590-17-000006.txt,Complete submission text file,,other
1645590,000164559019000021,form8-kkurtzappointment.htm,8-K,8-K,other
1645590,000164559019000021,hpekurtzpressrelease.htm,EXHIBIT 99.1,EX-99.1,other
1645590,000164559019000021,0001645590-19-000021.txt,Complete submission text file,,other
1645590,000164559018000002,form8-kandreessenresignati.htm,8-K ITEM 5.02,8-K,other
1645590,000164559018000002,0001645590-18-000002.txt,Complete submission text file,,other
1645590,000164559020000019,hpe-20200519.htm iXBRL,8-K,8-K,other
1645590,000164559020000019,ex-991x4302020x8kng.htm,EX-99.1,EX-99.1,other
1645590,000164559020000019,sam2016pressreleasev1a.jpg,,GRAPHIC,other
1645590,000164559020000019,0001645590-20-000019.txt,Complete submission text file,,other
1645590,000164559020000019,hpe-20200519.xsd,XBRL TAXONOMY EXTENSION SCHEMA DOCUMENT,EX-101.SCH,other
1645590,000164559020000019,hpe-20200519_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE DOCUMENT,EX-101.CAL,other
1645590,000164559020000019,hpe-20200519_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE DOCUMENT,EX-101.DEF,other
1645590,000164559020000019,hpe-20200519_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE DOCUMENT,EX-101.LAB,other
1645590,000164559020000019,hpe-20200519_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE DOCUMENT,EX-101.PRE,other
1645590,000164559020000019,hpe-20200519_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
1645590,000110465916123518,a16-12150_28k.htm,8-K,8-K,other
1645590,000110465916123518,a16-12150_2ex2d1.htm,EX-2.1,EX-2.1,likely_m&a_or_asset
1645590,000110465916123518,a16-12150_2ex2d2.htm,EX-2.2,EX-2.2,likely_m&a_or_asset
1645590,000110465916123518,a16-12150_2ex99d1.htm,EX-99.1,EX-99.1,other
1645590,000110465916123518,a16-12150_2ex99d2.htm,EX-99.2,EX-99.2,other
1645590,000110465916123518,g121502mm01i001.gif,GRAPHIC,GRAPHIC,other
1645590,000110465916123518,g121502moi001.gif,GRAPHIC,GRAPHIC,other
1645590,000110465916123518,g121502moi002.gif,GRAPHIC,GRAPHIC,other
1645590,000110465916123518,g121502moi003.gif,GRAPHIC,GRAPHIC,other
1645590,000110465916123518,g121502moi004.gif,GRAPHIC,GRAPHIC,other
1645590,000110465916123518,g121502moi005.gif,GRAPHIC,GRAPHIC,other
1645590,000110465916123518,g121502moi006.gif,GRAPHIC,GRAPHIC,other
1645590,000110465916123518,g121502moi007.gif,GRAPHIC,GRAPHIC,other
1645590,000110465916123518,0001104659-16-123518.txt,Complete submission text file,,other
1645590,000164559020000043,hpe-20200921.htm iXBRL,8-K,8-K,other
1645590,000164559020000043,exh991pressrelease9-21.htm,EX-99.1,EX-99.1,other
1645590,000164559020000043,image01.jpg,GRAPHIC,GRAPHIC,other
1645590,000164559020000043,0001645590-20-000043.txt,Complete submission text file,,other
1645590,000164559020000043,hpe-20200921.xsd,XBRL TAXONOMY EXTENSION SCHEMA DOCUMENT,EX-101.SCH,other
1645590,000164559020000043,hpe-20200921_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE DOCUMENT,EX-101.CAL,other
1645590,000164559020000043,hpe-20200921_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE DOCUMENT,EX-101.DEF,other
1645590,000164559020000043,hpe-20200921_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE DOCUMENT,EX-101.LAB,other
1645590,000164559020000043,hpe-20200921_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE DOCUMENT,EX-101.PRE,other
1645590,000164559020000043,hpe-20200921_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
1645590,000162828017006106,hpe-q2fy2017x8k.htm,8-K,8-K,other
1645590,000162828017006106,ex-991x4302017x8k.htm,EXHIBIT 99.1,EX-99.1,other
1645590,000162828017006106,sam2016pressreleasev1a01.jpg,,GRAPHIC,other
1645590,000162828017006106,0001628280-17-006106.txt,Complete submission text file,,other
1645590,000162828016022051,hpe-10312016x10k.htm,10-K,10-K,other
1645590,000162828016022051,ex-101x10312016.htm,EXHIBIT 10.1,EX-10.1,material_contract_other
1645590,000162828016022051,ex-1016x10312016.htm,EXHIBIT 10.16,EX-10.16,material_contract_other
1645590,000162828016022051,ex-12x10312016.htm,EXHIBIT 12,EX-12,other
1645590,000162828016022051,ex-21x10312016.htm,EXHIBIT 21,EX-21,other
1645590,000162828016022051,ex-23x10312016.htm,EXHIBIT 23,EX-23,other
1645590,000162828016022051,ex-311x10312016.htm,EXHIBIT 31.1,EX-31.1,other
1645590,000162828016022051,ex-312x10312016.htm,EXHIBIT 31.2,EX-31.2,other
1645590,000162828016022051,ex-32x10312016.htm,EXHIBIT 32,EX-32,other
1645590,000162828016022051,hpe-1031201_chartx16477.jpg,,GRAPHIC,other
1645590,000162828016022051,0001628280-16-022051.txt,Complete submission text file,,other
1645590,000162828016022051,hpe-20161031.xml,XBRL INSTANCE DOCUMENT,EX-101.INS,other
1645590,000162828016022051,hpe-20161031.xsd,XBRL TAXONOMY EXTENSION SCHEMA DOCUMENT,EX-101.SCH,other
1645590,000162828016022051,hpe-20161031_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE DOCUMENT,EX-101.CAL,other
1645590,000162828016022051,hpe-20161031_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE DOCUMENT,EX-101.DEF,other
1645590,000162828016022051,hpe-20161031_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE DOCUMENT,EX-101.LAB,other
1645590,000162828016022051,hpe-20161031_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE DOCUMENT,EX-101.PRE,other
1645590,000162828017003277,hpe-432017xfdx8k.htm,8-K,8-K,other
1645590,000162828017003277,hpe-991x04032017x8xk.htm,EXHIBIT 99.1,EX-99.1,other
1645590,000162828017003277,hpe991040320178kimage1.jpg,,GRAPHIC,other
1645590,000162828017003277,0001628280-17-003277.txt,Complete submission text file,,other
1645590,000162828017009112,hpe-seattleclosing8xk.htm,8-K/A,8-K,other
1645590,000162828017009112,hpe-seattle090620178kaxex991.htm,EXHIBIT 99.1,EX-99.1,other
1645590,000162828017009112,hpe-seattle090620178kaxex992.htm,EXHIBIT 99.2,EX-99.2,other
1645590,000162828017009112,0001628280-17-009112.txt,Complete submission text file,,other
1645590,000119312515387029,d55890d8k.htm,FORM 8-K,8-K,other
1645590,000119312515387029,d55890dex991.htm,EX-99.1,EX-99.1,other
1645590,000119312515387029,g55890ex991_pg001.jpg,GRAPHIC,GRAPHIC,other
1645590,000119312515387029,0001193125-15-387029.txt,Complete submission text file,,other
1645590,000110465919030135,a19-10089_18k.htm,8-K,8-K,other
1645590,000110465919030135,a19-10089_1ex2d1.htm,EX-2.1,EX-2.1,likely_m&a_or_asset
1645590,000110465919030135,a19-10089_1ex99d1.htm,EX-99.1,EX-99.1,other
1645590,000110465919030135,a19-10089_1ex99d2.htm,EX-99.2,EX-99.2,other
1645590,000110465919030135,g100891moi001.gif,GRAPHIC,GRAPHIC,other
1645590,000110465919030135,g100891moi002.gif,GRAPHIC,GRAPHIC,other
1645590,000110465919030135,g100891moi003.gif,GRAPHIC,GRAPHIC,other
1645590,000110465919030135,g100891moi004.gif,GRAPHIC,GRAPHIC,other
1645590,000110465919030135,g100891moi005.gif,GRAPHIC,GRAPHIC,other
1645590,000110465919030135,g100891moi006.gif,GRAPHIC,GRAPHIC,other
1645590,000110465919030135,g100891moi007.gif,GRAPHIC,GRAPHIC,other
1645590,000110465919030135,g100891moi008.gif,GRAPHIC,GRAPHIC,other
1645590,000110465919030135,g100891moi009.gif,GRAPHIC,GRAPHIC,other
1645590,000110465919030135,g100891moi010.gif,GRAPHIC,GRAPHIC,other
1645590,000110465919030135,g100891moi011.gif,GRAPHIC,GRAPHIC,other
1645590,000110465919030135,g100891moi012.gif,GRAPHIC,GRAPHIC,other
1645590,000110465919030135,g100891moi013.gif,GRAPHIC,GRAPHIC,other
1645590,000110465919030135,g100891moi014.gif,GRAPHIC,GRAPHIC,other
1645590,000110465919030135,g100891moi015.gif,GRAPHIC,GRAPHIC,other
1645590,000110465919030135,g100891moi016.gif,GRAPHIC,GRAPHIC,other
1645590,000110465919030135,g100891mmi001.jpg,GRAPHIC,GRAPHIC,other
1645590,000110465919030135,0001104659-19-030135.txt,Complete submission text file,,other
1645590,000119312517282224,d452671d8k.htm,8-K,8-K,other
1645590,000119312517282224,d452671dex991.htm,EX-99.1,EX-99.1,other
1645590,000119312517282224,g452671g63v87.jpg,GRAPHIC,GRAPHIC,other
1645590,000119312517282224,0001193125-17-282224.txt,Complete submission text file,,other
1645590,000164559018000004,hpe-02132018x8k.htm,8-K,8-K,other
1645590,000164559018000004,ex-991x02132018x8k.htm,EXHIBIT 99.1,EX-99.1,other
1645590,000164559018000004,0001645590-18-000004.txt,Complete submission text file,,other
1645590,000119312516458592,d133698d8k.htm,FORM 8-K,8-K,other
1645590,000119312516458592,0001193125-16-458592.txt,Complete submission text file,,other
1645590,000164559020000045,hpe-20201015.htm iXBRL,8-K,8-K,other
1645590,000164559020000045,exh991pressrelease10-1.htm,EX-99.1,EX-99.1,other
1645590,000164559020000045,0001645590-20-000045.txt,Complete submission text file,,other
1645590,000164559020000045,hpe-20201015.xsd,XBRL TAXONOMY EXTENSION SCHEMA DOCUMENT,EX-101.SCH,other
1645590,000164559020000045,hpe-20201015_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE DOCUMENT,EX-101.CAL,other
1645590,000164559020000045,hpe-20201015_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE DOCUMENT,EX-101.DEF,other
1645590,000164559020000045,hpe-20201015_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE DOCUMENT,EX-101.LAB,other
1645590,000164559020000045,hpe-20201015_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE DOCUMENT,EX-101.PRE,other
1645590,000164559020000045,hpe-20201015_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
105319,000119312514286936,d764676d8k.htm,FORM 8-K,8-K,other
105319,000119312514286936,d764676dex991.htm,EX-99.1,EX-99.1,other
105319,000119312514286936,g764676g18l64.jpg,GRAPHIC,GRAPHIC,other
105319,000119312514286936,0001193125-14-286936.txt,Complete submission text file,,other
105319,000119312510110896,d8k.htm,FORM 8-K,8-K,other
105319,000119312510110896,dex991.htm,PRESS RELEASE,EX-99.1,other
105319,000119312510110896,g25383g49m94.jpg,GRAPHIC,GRAPHIC,other
105319,000119312510110896,0001193125-10-110896.txt,Complete submission text file,,other
105319,000119312518244435,d568060d8k.htm,8-K,8-K,other
105319,000119312518244435,d568060dex991.htm,EX-99.1,EX-99.1,other
105319,000119312518244435,g568060g0809134231248.jpg,GRAPHIC,GRAPHIC,other
105319,000119312518244435,0001193125-18-244435.txt,Complete submission text file,,other
105319,000119312515172260,d921145d8k.htm,FORM 8-K,8-K,other
105319,000119312515172260,d921145dex991.htm,EX-99.1,EX-99.1,other
105319,000119312515172260,g921145img1.jpg,GRAPHIC,GRAPHIC,other
105319,000119312515172260,0001193125-15-172260.txt,Complete submission text file,,other
105319,000119312514299315,d747820d10q.htm,FORM 10-Q,10-Q,other
105319,000119312514299315,d747820dex101.htm,EX-10.1,EX-10.1,material_contract_other
105319,000119312514299315,d747820dex311.htm,EX-31.1,EX-31.1,other
105319,000119312514299315,d747820dex312.htm,EX-31.2,EX-31.2,other
105319,000119312514299315,d747820dex321.htm,EX-32.1,EX-32.1,other
105319,000119312514299315,0001193125-14-299315.txt,Complete submission text file,,other
105319,000119312514299315,wtw-20140628.xml,XBRL INSTANCE DOCUMENT,EX-101.INS,other
105319,000119312514299315,wtw-20140628.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
105319,000119312514299315,wtw-20140628_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE,EX-101.CAL,other
105319,000119312514299315,wtw-20140628_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE,EX-101.DEF,other
105319,000119312514299315,wtw-20140628_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
105319,000119312514299315,wtw-20140628_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
105319,000156459020006415,ww-10k_20191228.htm iXBRL,10-K,10-K,other
105319,000156459020006415,ww-ex43_484.htm,EX-4.3,EX-4.3,other
105319,000156459020006415,ww-ex211_9.htm,EX-21.1,EX-21.1,other
105319,000156459020006415,ww-ex231_12.htm,EX-23.1,EX-23.1,other
105319,000156459020006415,ww-ex311_11.htm,EX-31.1,EX-31.1,other
105319,000156459020006415,ww-ex312_7.htm,EX-31.2,EX-31.2,other
105319,000156459020006415,ww-ex321_10.htm,EX-32.1,EX-32.1,other
105319,000156459020006415,ge0r4csrrvd5000001.jpg,GRAPHIC,GRAPHIC,other
105319,000156459020006415,0001564590-20-006415.txt,Complete submission text file,,other
105319,000156459020006415,ww-20191228.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
105319,000156459020006415,ww-20191228_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE,EX-101.CAL,other
105319,000156459020006415,ww-20191228_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE,EX-101.DEF,other
105319,000156459020006415,ww-20191228_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
105319,000156459020006415,ww-20191228_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
105319,000156459020006415,ww-10k_20191228_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
105319,000119312519214072,d788475d8k.htm,8-K,8-K,other
105319,000119312519214072,d788475dex991.htm,EX-99.1,EX-99.1,other
105319,000119312519214072,g788475g0806075707775.jpg,GRAPHIC,GRAPHIC,other
105319,000119312519214072,g788475g0806075707884.jpg,GRAPHIC,GRAPHIC,other
105319,000119312519214072,0001193125-19-214072.txt,Complete submission text file,,other
105319,000119312511137589,d8k.htm,FORM 8-K,8-K,other
105319,000119312511137589,0001193125-11-137589.txt,Complete submission text file,,other
105319,000119312520169540,d917440d8k.htm iXBRL,8-K,8-K,other
105319,000119312520169540,d917440dex101.htm,EX-10.1,EX-10.1,material_contract_other
105319,000119312520169540,d917440dex991.htm,EX-99.1,EX-99.1,other
105319,000119312520169540,g917440im1.jpg,GRAPHIC,GRAPHIC,other
105319,000119312520169540,g917440im2.jpg,GRAPHIC,GRAPHIC,other
105319,000119312520169540,0001193125-20-169540.txt,Complete submission text file,,other
105319,000119312520169540,ww-20200615.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
105319,000119312520169540,ww-20200615_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
105319,000119312520169540,ww-20200615_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
105319,000119312520169540,d917440d8k_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
105319,000119312509142048,d8k.htm,FORM 8-K,8-K,other
105319,000119312509142048,dex101.htm,SECOND AMENDMENT TO THE SIXTH AMENDED AND RESTATED CREDIT AGREEMENT,EX-10.1,financing
105319,000119312509142048,0001193125-09-142048.txt,Complete submission text file,,other
105319,000119312518160874,d571945d8k.htm,8-K,8-K,other
105319,000119312518160874,d571945dex11.htm,EX-1.1,EX-1.1,other
105319,000119312518160874,d571945dex51.htm,EX-5.1,EX-5.1,other
105319,000119312518160874,g571945g0511120151790.jpg,GRAPHIC,GRAPHIC,other
105319,000119312518160874,0001193125-18-160874.txt,Complete submission text file,,other
105319,000119312512465340,d438443d8k.htm,FORM 8-K,8-K,other
105319,000119312512465340,d438443dex991.htm,PRESS RELEASE,EX-99.1,other
105319,000119312512465340,g438443g20y77.jpg,GRAPHIC,GRAPHIC,other
105319,000119312512465340,0001193125-12-465340.txt,Complete submission text file,,other
105319,000119312519174783,d763413d8k.htm,8-K,8-K,other
105319,000119312519174783,0001193125-19-174783.txt,Complete submission text file,,other
105319,000110465906070742,a06-23224_18k.htm,CURRENT REPORT OF MATERIAL EVENTS OR CORPORATE CHANGES,8-K,other
105319,000110465906070742,a06-23224_1ex99d1.htm,EX-99,EX-99.1,other
105319,000110465906070742,g232241kmi001.jpg,GRAPHIC,GRAPHIC,other
105319,000110465906070742,0001104659-06-070742.txt,Complete submission text file,,other
105319,000119312516462614,d141965d8k.htm,8-K,8-K,other
105319,000119312516462614,0001193125-16-462614.txt,Complete submission text file,,other
105319,000119312513138955,d514728d8k.htm,FORM 8-K,8-K,other
105319,000119312513138955,0001193125-13-138955.txt,Complete submission text file,,other
105319,000119312511350783,d273403d8k.htm,FORM 8-K,8-K,other
105319,000119312511350783,d273403dex991.htm,PRESS RELEASE,EX-99.1,other
105319,000119312511350783,g273403g13e73.jpg,GRAPHIC,GRAPHIC,other
105319,000119312511350783,0001193125-11-350783.txt,Complete submission text file,,other
105319,000119312518150829,d529167d8k.htm,FORM 8-K,8-K,other
105319,000119312518150829,d529167dex991.htm,EX-99.1,EX-99.1,other
105319,000119312518150829,g529167g0227122210096.jpg,GRAPHIC,GRAPHIC,other
105319,000119312518150829,0001193125-18-150829.txt,Complete submission text file,,other
105319,000119312512064853,d302562d8k.htm,FORM 8-K,8-K,other
105319,000119312512064853,d302562dex101.htm,"STOCK PURCHASE AGREEMENT, DATED AS OF 02/14/2012",EX-10.1,asset_purchase
105319,000119312512064853,d302562dex991.htm,PRESS RELEASE,EX-99.1,other
105319,000119312512064853,g302562g06p57.jpg,GRAPHIC,GRAPHIC,other
105319,000119312512064853,0001193125-12-064853.txt,Complete submission text file,,other
105319,000119312515229523,d947332d8k.htm,FORM 8-K,8-K,other
105319,000119312515229523,d947332dex991.htm,EX-99.1,EX-99.1,other
105319,000119312515229523,g947332weight.jpg,GRAPHIC,GRAPHIC,other
105319,000119312515229523,0001193125-15-229523.txt,Complete submission text file,,other
105319,000119312513428813,d599981d10q.htm,FORM 10-Q,10-Q,other
105319,000119312513428813,d599981dex311.htm,EX-31.1,EX-31.1,other
105319,000119312513428813,d599981dex312.htm,EX-31.2,EX-31.2,other
105319,000119312513428813,d599981dex321.htm,EX-32.1,EX-32.1,other
105319,000119312513428813,d599981dex322.htm,EX-32.2,EX-32.2,other
105319,000119312513428813,0001193125-13-428813.txt,Complete submission text file,,other
105319,000119312513428813,wtw-20130928.xml,XBRL INSTANCE DOCUMENT,EX-101.INS,other
105319,000119312513428813,wtw-20130928.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
105319,000119312513428813,wtw-20130928_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE,EX-101.CAL,other
105319,000119312513428813,wtw-20130928_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE,EX-101.DEF,other
105319,000119312513428813,wtw-20130928_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
105319,000119312513428813,wtw-20130928_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
105319,000119312519258827,d782308d8k.htm iXBRL,8-K,8-K,other
105319,000119312519258827,d782308dex31.htm,EX-3.1,EX-3.1,other
105319,000119312519258827,d782308dex32.htm,EX-3.2,EX-3.2,other
105319,000119312519258827,0001193125-19-258827.txt,Complete submission text file,,other
105319,000119312519258827,ww-20190929.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
105319,000119312519258827,ww-20190929_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
105319,000119312519258827,ww-20190929_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
105319,000119312519258827,d782308d8k_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
105319,000119312516587145,d121865d8k.htm,FORM 8-K,8-K,other
105319,000119312516587145,0001193125-16-587145.txt,Complete submission text file,,other
105319,000119312515352045,d71472d8k.htm,8-K,8-K,other
105319,000119312515352045,d71472dex101.htm,EX-10.1,EX-10.1,material_contract_other
105319,000119312515352045,g71472img1.jpg,GRAPHIC,GRAPHIC,other
105319,000119312515352045,0001193125-15-352045.txt,Complete submission text file,,other
105319,000119312520050250,d865504d8k.htm iXBRL,8-K,8-K,other
105319,000119312520050250,0001193125-20-050250.txt,Complete submission text file,,other
105319,000119312520050250,ww-20200225.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
105319,000119312520050250,ww-20200225_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
105319,000119312520050250,ww-20200225_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
105319,000119312520050250,d865504d8k_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
105319,000119312510031981,d8k.htm,CURRENT REPORT,8-K,other
105319,000119312510031981,dex991.htm,PRESS RELEASE,EX-99.1,other
105319,000119312510031981,g40657g46m97.jpg,GRAPHIC,GRAPHIC,other
105319,000119312510031981,0001193125-10-031981.txt,Complete submission text file,,other
105319,000119312514298527,d771212d8k.htm,8-K,8-K,other
105319,000119312514298527,0001193125-14-298527.txt,Complete submission text file,,other
105319,000119312510254286,d8k.htm,FORM 8-K,8-K,other
105319,000119312510254286,dex991.htm,PRESS RELEASE,EX-99.1,other
105319,000119312510254286,g116944g84a19.jpg,GRAPHIC,GRAPHIC,other
105319,000119312510254286,0001193125-10-254286.txt,Complete submission text file,,other
105319,000156459019040609,ww-10q_20190928.htm iXBRL,10-Q,10-Q,other
105319,000156459019040609,ww-ex311_9.htm,EX-31.1,EX-31.1,other
105319,000156459019040609,ww-ex312_8.htm,EX-31.2,EX-31.2,other
105319,000156459019040609,ww-ex321_6.htm,EX-32.1,EX-32.1,other
105319,000156459019040609,0001564590-19-040609.txt,Complete submission text file,,other
105319,000156459019040609,ww-20190928.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
105319,000156459019040609,ww-20190928_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE,EX-101.CAL,other
105319,000156459019040609,ww-20190928_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE,EX-101.DEF,other
105319,000156459019040609,ww-20190928_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
105319,000156459019040609,ww-20190928_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
105319,000156459019040609,ww-10q_20190928_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
105319,000119312513418591,d620899d8k.htm,FORM 8-K,8-K,other
105319,000119312513418591,d620899dex991.htm,PRESS RELEASE,EX-99.1,other
105319,000119312513418591,g620899g01o86.jpg,GRAPHIC,GRAPHIC,other
105319,000119312513418591,0001193125-13-418591.txt,Complete submission text file,,other
105319,000119312506253586,d8k.htm,FORM 8-K,8-K,other
105319,000119312506253586,dex991.htm,SUMMARY OF RETIREMENT ARRANGEMENT FOR LINDA HUETT,EX-99.1,other
105319,000119312506253586,dex992.htm,STATEMENT OF AMENDMENT TO FORMS OF CONTINUITY AGREEMENTS,EX-99.2,other
105319,000119312506253586,dex993.htm,STATEMENT OF AMENDMENTS TO THE 1999 STOCK PURCHASE AND OPTION PLAN,EX-99.3,other
105319,000119312506253586,dex994.htm,STATEMENT OF AMENDMENTS TO THE 2004 STOCK INCENTIVE PLAN,EX-99.4,other
105319,000119312506253586,dex995.htm,STATEMENT OF AMENDMENTS TO THE EXECUTIVE PROFIT SHARING PLAN,EX-99.5,other
105319,000119312506253586,0001193125-06-253586.txt,Complete submission text file,,other
105319,000119312515346212,d59417d8k.htm,FORM 8-K,8-K,other
105319,000119312515346212,d59417dex101.htm,EX-10.1,EX-10.1,material_contract_other
105319,000119312515346212,d59417dex102.htm,EX-10.2,EX-10.2,material_contract_other
105319,000119312515346212,d59417dex991.htm,EX-99.1,EX-99.1,other
105319,000119312515346212,g59417ex99_1logo.jpg,GRAPHIC,GRAPHIC,other
105319,000119312515346212,0001193125-15-346212.txt,Complete submission text file,,other
105319,000119312510258087,d10q.htm,FORM 10-Q,10-Q,other
105319,000119312510258087,dex311.htm,CERTIFICATION PURSUANT TO SECTION 302 OF THE SARBANES-OXLEY ACT OF 2002,EX-31.1,certification
105319,000119312510258087,dex312.htm,CERTIFICATION PURSUANT TO SECTION 302 OF THE SARBANES-OXLEY ACT OF 2002,EX-31.2,certification
105319,000119312510258087,dex321.htm,CERTIFICATION PURSUANT TO 18 U.S.C. SECTION 1350,EX-32.1,certification
105319,000119312510258087,dex322.htm,CERTIFICATION PURSUANT TO 18 U.S.C. SECTION 1350,EX-32.2,certification
105319,000119312510258087,0001193125-10-258087.txt,Complete submission text file,,other
105319,000119312510258087,wtw-20101002.xml,XBRL INSTANCE DOCUMENT,EX-101.INS,other
105319,000119312510258087,wtw-20101002.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
105319,000119312510258087,wtw-20101002_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE,EX-101.CAL,other
105319,000119312510258087,wtw-20101002_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE,EX-101.DEF,other
105319,000119312510258087,wtw-20101002_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
105319,000119312510258087,wtw-20101002_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
105319,000119312513142090,d516735d8k.htm,FORM 8-K,8-K,other
105319,000119312513142090,0001193125-13-142090.txt,Complete submission text file,,other
105319,000119312513055969,d486685d8k.htm,FORM 8-K,8-K,other
105319,000119312513055969,0001193125-13-055969.txt,Complete submission text file,,other
105319,000156459019029633,ww-10q_20190629.htm iXBRL,10-Q,10-Q,other
105319,000156459019029633,ww-ex101_9.htm,EX-10.1,EX-10.1,material_contract_other
105319,000156459019029633,ww-ex311_7.htm,EX-31.1,EX-31.1,other
105319,000156459019029633,ww-ex312_6.htm,EX-31.2,EX-31.2,other
105319,000156459019029633,ww-ex321_8.htm,EX-32.1,EX-32.1,other
105319,000156459019029633,g0vxcqjjp5j5000002.jpg,GRAPHIC,GRAPHIC,other
105319,000156459019029633,g0vxcqjjp5j5000001.jpg,GRAPHIC,GRAPHIC,other
105319,000156459019029633,0001564590-19-029633.txt,Complete submission text file,,other
105319,000156459019029633,ww-20190629.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
105319,000156459019029633,ww-20190629_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE,EX-101.CAL,other
105319,000156459019029633,ww-20190629_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE,EX-101.DEF,other
105319,000156459019029633,ww-20190629_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
105319,000156459019029633,ww-20190629_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
105319,000156459019029633,ww-10q_20190629_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
